"location_id";"date";"V1";"location_name";"allbed_mean";"allbed_upper";"allbed_lower";"ICUbed_mean";"ICUbed_upper";"ICUbed_lower";"InvVen_mean";"InvVen_upper";"InvVen_lower";"admis_mean";"admis_upper";"admis_lower";"newICU_mean";"newICU_upper";"newICU_lower";"bedover_mean";"bedover_upper";"bedover_lower";"icuover_mean";"icuover_upper";"icuover_lower";"hosp_data_type";"deaths_data_type";"deaths_mean";"deaths_lower";"deaths_upper";"totdea_mean";"totdea_lower";"totdea_upper";"deaths_mean_smoothed";"deaths_lower_smoothed";"deaths_upper_smoothed";"totdea_mean_smoothed";"totdea_lower_smoothed";"totdea_upper_smoothed";"mobility_data_type";"mobility_composite";"total_tests_data_type";"total_tests";"confirmed_infections_data_type";"confirmed_infections";"est_infections_data_type";"est_infections_mean";"est_infections_lower";"est_infections_upper";"total_pop";"deaths_mean_p100k_rate";"deaths_lower_p100k_rate";"deaths_upper_p100k_rate";"totdea_mean_p100k_rate";"totdea_lower_p100k_rate";"totdea_upper_p100k_rate";"deaths_mean_smoothed_p100k_rate";"deaths_lower_smoothed_p100k_rate";"deaths_upper_smoothed_p100k_rate";"totdea_mean_smoothed_p100k_rate";"totdea_lower_smoothed_p100k_rate";"totdea_upper_smoothed_p100k_rate";"confirmed_infections_p100k_rate";"est_infections_mean_p100k_rate";"est_infections_lower_p100k_rate";"est_infections_upper_p100k_rate";"inf_cuml_mean";"inf_cuml_upper";"inf_cuml_lower";"seroprev_mean";"seroprev_upper";"seroprev_lower";"seroprev_data_type"
92;"2020-02-04";177327;"Spain";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999;9999;9999;9999;9999;9999;"observed";"observed";0;0;0;48;48;48;0;0;0;0;0;0;;;;;"observed";0;"projected";"0.831579620803331";"0.444546204375873";"1.67500794862362";"46021217.7361228";0;0;0;"0.104299717306967";"0.104299717306967";"0.104299717306967";0;0;0;0;0;0;0;"0.00180694832016713";"0.000965959238464351";"0.00363964282350764";"0.831579620803331";"1.67500794862362";"0.444546204375873";;;;
92;"2020-02-05";177328;"Spain";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999;9999;9999;9999;9999;9999;"observed";"observed";0;0;0;48;48;48;0;0;0;0;0;0;;;;;"observed";0;"projected";"1.80082206515965";"1.12729776051751";"2.96426677544156";"46021217.7361228";0;0;0;"0.104299717306967";"0.104299717306967";"0.104299717306967";0;0;0;0;0;0;0;"0.00391302567325626";"0.00244951745297403";"0.00644108722293729";"2.63240168596298";"4.63927472406518";"1.57184396489338";;;;
92;"2020-02-06";177329;"Spain";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999;9999;9999;9999;9999;9999;"observed";"observed";0;0;0;48;48;48;0;0;0;0;0;0;;;;;"observed";0;"projected";"3.92463798127454";"2.67419553717387";"5.92891229259582";"46021217.7361228";0;0;0;"0.104299717306967";"0.104299717306967";"0.104299717306967";0;0;0;0;0;0;0;"0.00852788816623169";"0.00581078830314142";"0.0128829974178239";"6.55703966723752";"10.568187016661";"4.24603950206725";;;;
92;"2020-02-07";177330;"Spain";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999;9999;9999;9999;9999;9999;"observed";"observed";0;0;0;48;48;48;0;0;0;0;0;0;;;;;"observed";0;"projected";"6.3030367065107";"4.77069171712913";"8.92946102114941";"46021217.7361228";0;0;0;"0.104299717306967";"0.104299717306967";"0.104299717306967";0;0;0;0;0;0;0;"0.0136959363888438";"0.0103662874469846";"0.0194029220876972";"12.8600763737482";"19.4976480378104";"9.01673121919638";;;;
92;"2020-02-08";177331;"Spain";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999;9999;9999;9999;9999;9999;"observed";"observed";0;0;0;48;48;48;0;0;0;0;0;0;"observed";0;;;"observed";0;"projected";"10.302984194915";"7.76533026143258";"13.8660116895102";"46021217.7361228";0;0;0;"0.104299717306967";"0.104299717306967";"0.104299717306967";0;0;0;0;0;0;0;"0.0223874653947455";"0.0168733698138053";"0.0301296062373129";"23.1630605686632";"33.3636597273206";"16.782061480629";;;;
92;"2020-02-09";177332;"Spain";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999;9999;9999;9999;9999;9999;"observed";"observed";0;0;0;48;48;48;0;0;0;0;0;0;"observed";0;;;"observed";0;"projected";"19.146017053647";"14.801020445013";"25.49794195073";"46021217.7361228";0;0;0;"0.104299717306967";"0.104299717306967";"0.104299717306967";0;0;0;0;0;0;0;"0.0416025867968699";"0.0321612968389479";"0.0554047528618875";"42.3090776223102";"58.8616016780506";"31.583081925642";;;;
92;"2020-02-10";177333;"Spain";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999;9999;9999;9999;9999;9999;"observed";"observed";0;0;0;48;48;48;0;0;0;0;0;0;"observed";0;;;"observed";0;"projected";"40.2814419832938";"30.2665609532531";"55.5704127168781";"46021217.7361228";0;0;0;"0.104299717306967";"0.104299717306967";"0.104299717306967";0;0;0;0;0;0;0;"0.087527979407803";"0.0657665364849665";"0.120749548687539";"82.590519605604";"114.432014394929";"61.8496428788951";;;;
92;"2020-02-11";177334;"Spain";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999;9999;9999;9999;9999;9999;"observed";"observed";0;0;0;48;48;48;0;0;0;0;0;0;"observed";0;;;"observed";0;"projected";"61.9970501452416";"48.0868638616581";"83.3505408661386";"46021217.7361228";0;0;0;"0.104299717306967";"0.104299717306967";"0.104299717306967";0;0;0;0;0;0;0;"0.13471405841697";"0.104488464728116";"0.181113288535856";"144.587569750846";"197.782555261067";"109.936506740553";;;;
92;"2020-02-12";177335;"Spain";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999;9999;9999;9999;9999;9999;"observed";"observed";0;0;0;48;48;48;0;0;0;0;0;0;"observed";0;;;"observed";0;"projected";"95.0014984082599";"75.2301454348959";"129.242718404362";"46021217.7361228";0;0;0;"0.104299717306967";"0.104299717306967";"0.104299717306967";0;0;0;0;0;0;0;"0.206429779744163";"0.163468393787952";"0.280832895699144";"239.589068159106";"327.025273665429";"185.166652175449";;;;
92;"2020-02-13";177336;"Spain";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9999;9999;9999;9999;9999;9999;"observed";"observed";0;0;0;48;48;48;0;0;0;0;0;0;"observed";0;;;"observed";0;"projected";"208.195855030269";"151.984309400249";"311.681801193689";"46021217.7361228";0;0;0;"0.104299717306967";"0.104299717306967";"0.104299717306967";0;0;0;0;0;0;0;"0.452391017169571";"0.33024834386543";"0.677256744879753";"447.784923189375";"638.707074859118";"337.150961575698";;;;
